conveyorID,belt_speed [m/s],load_weight [kg],motor_current [A],belt_tension [N],belt_alignment_offset [mm],pulley_rotation_speed [RPM],ambient_temperature [°C],failure_type
1426,1.47,384.79,17.7,392.4,-0.91,88.2,27.39,2
1427,1.56,449.75,18.99,424.88,-0.04,93.6,24.31,1
1428,1.57,411.99,18.24,406.0,-0.39,94.2,25.24,2
1429,1.54,469.68,19.39,434.84,-0.13,92.4,23.67,2
1430,1.4,401.87,18.04,400.94,-0.14,84.0,26.12,1
1431,1.35,381.07,17.62,390.54,-0.36,81.0,25.56,2
1432,1.4,493.54,19.87,446.77,0.18,84.0,23.97,1
1433,1.38,388.48,17.77,394.24,0.08,82.8,26.86,4
1434,1.58,253.45,15.07,326.73,0.44,94.8,26.46,2
1435,1.58,339.53,16.79,369.76,-0.12,94.8,22.58,2
1436,1.33,193.72,13.87,296.86,0.75,79.8,25.52,5
1437,1.46,354.98,17.1,377.49,-0.09,87.6,27.03,5
1438,1.48,342.86,16.86,371.43,0.6,88.8,24.78,4
1439,1.41,408.97,18.18,404.48,-0.03,84.6,23.15,1
1440,1.47,336.12,16.72,368.06,0.63,88.2,24.15,1
1441,1.41,354.61,17.09,377.3,-0.15,84.6,19.28,0
1442,1.45,391.39,17.83,395.7,0.07,87.0,18.73,1
1443,1.5,368.98,17.38,384.49,0.6,90.0,23.6,1
1444,1.53,253.45,15.07,326.73,-0.7,91.8,21.24,1
1445,1.42,261.11,15.22,330.56,0.06,85.2,25.56,5
1446,1.57,367.15,17.34,383.58,-0.04,94.2,20.07,4
1447,1.41,315.72,16.31,357.86,-0.79,84.6,24.92,1
1448,1.46,456.02,19.12,428.01,-0.14,87.6,22.54,0
1449,1.48,245.08,14.9,322.54,-0.34,88.8,25.03,1
1450,1.4,200.4,14.01,300.2,0.38,84.0,25.9,5
1451,1.54,416.11,18.32,408.06,-0.45,92.4,26.23,0
1452,1.43,192.72,13.85,296.36,0.33,85.8,25.43,4
1453,1.4,217.18,14.34,308.59,-0.58,84.0,25.87,4
1454,1.66,435.34,18.71,417.67,-0.33,99.6,23.14,5
1455,1.47,125.08,12.5,262.54,-0.65,88.2,25.39,2
1456,1.45,415.72,18.31,407.86,-0.07,87.0,27.17,0
1457,1.27,393.03,17.86,396.52,0.82,76.2,18.41,5
1458,1.48,219.15,14.38,309.58,0.56,88.8,25.2,5
1459,1.65,219.85,14.4,309.92,0.63,99.0,25.08,2
1460,1.46,447.02,18.94,423.51,-0.41,87.6,23.81,1
1461,1.46,328.55,16.57,364.28,-0.63,87.6,27.62,1
1462,1.57,183.8,13.68,291.9,-0.31,94.2,25.25,5
1463,1.58,225.91,14.52,312.96,-0.06,94.8,24.8,3
1464,1.61,368.37,17.37,384.18,-0.37,96.6,25.41,2
1465,1.57,296.8,15.94,348.4,0.0,94.2,24.79,0
1466,1.47,177.2,13.54,288.6,-0.59,88.2,23.62,2
1467,1.43,460.63,19.21,430.32,0.3,85.8,28.04,4
1468,1.55,170.39,13.41,285.2,-0.3,93.0,25.23,4
1469,1.55,147.14,12.94,273.57,0.74,93.0,23.21,0
1470,1.55,408.9,18.18,404.45,0.13,93.0,21.86,3
1471,1.43,325.98,16.52,362.99,0.01,85.8,29.25,2
1472,1.45,183.32,13.67,291.66,0.7,87.0,26.68,5
1473,1.65,303.52,16.07,351.76,0.32,99.0,27.58,4
1474,1.46,337.55,16.75,368.78,1.39,87.6,23.01,3
1475,1.56,281.26,15.63,340.63,-0.06,93.6,23.14,1
1476,1.5,200.48,14.01,300.24,0.2,90.0,24.45,1
1477,1.33,152.78,13.06,276.39,-0.17,79.8,24.6,1
1478,1.55,392.27,17.85,396.14,-0.24,93.0,25.05,3
1479,1.39,379.19,17.58,389.6,-0.11,83.4,23.98,0
1480,1.66,430.39,18.61,415.2,0.73,99.6,25.78,5
1481,1.46,180.02,13.6,290.01,0.59,87.6,26.32,1
1482,1.43,210.36,14.21,305.18,-0.11,85.8,26.61,4
1483,1.48,117.76,12.36,258.88,-0.44,88.8,26.16,2
1484,1.49,457.41,19.15,428.71,-0.15,89.4,26.0,5
1485,1.46,382.01,17.64,391.0,-0.03,87.6,22.96,1
1486,1.46,317.08,16.34,358.54,0.41,87.6,22.72,1
1487,1.6,373.92,17.48,386.96,-0.35,96.0,23.91,2
1488,1.51,201.46,14.03,300.73,0.79,90.6,24.5,4
1489,1.57,154.53,13.09,277.26,-0.32,94.2,26.41,5
1490,1.51,339.18,16.78,369.59,1.12,90.6,25.4,4
1491,1.56,119.24,12.38,259.62,0.49,93.6,25.11,5
1492,1.43,296.5,15.93,348.25,0.3,85.8,27.21,2
1493,1.65,432.93,18.66,416.46,-0.01,99.0,25.09,0
1494,1.41,305.61,16.11,352.8,0.16,84.6,25.76,2
1495,1.33,300.61,16.01,350.3,0.1,79.8,20.91,1
1496,1.36,298.15,15.96,349.08,-0.28,81.6,22.26,4
1497,1.4,403.89,18.08,401.94,0.0,84.0,25.27,2
1498,1.47,179.53,13.59,289.76,0.02,88.2,28.22,3
1499,1.67,238.53,14.77,319.26,0.05,100.2,27.88,1
1500,1.37,262.67,15.25,331.34,-0.36,82.2,23.7,4
1501,1.57,383.37,17.67,391.68,0.9,94.2,24.75,5
1502,1.4,427.7,18.55,413.85,-0.35,84.0,28.03,0
1503,1.63,432.03,18.64,416.02,0.15,97.8,29.5,3
1504,1.55,135.82,12.72,267.91,0.15,93.0,23.01,4
1505,1.68,151.93,13.04,275.97,0.16,100.8,29.79,2
1506,1.47,386.3,17.73,393.15,0.34,88.2,25.87,4
1507,1.57,158.96,13.18,279.48,-0.49,94.2,24.89,5
1508,1.58,158.24,13.16,279.12,0.93,94.8,24.92,4
1509,1.45,229.92,14.6,314.96,-0.23,87.0,25.32,2
1510,1.49,194.93,13.9,297.47,0.34,89.4,25.63,0
1511,1.43,366.07,17.32,383.04,-0.43,85.8,21.55,5
1512,1.42,265.22,15.3,332.61,-0.57,85.2,26.59,2
1513,1.44,406.18,18.12,403.09,0.68,86.4,23.2,0
1514,1.38,348.18,16.96,374.09,0.39,82.8,27.97,1
1515,1.58,462.46,19.25,431.23,0.03,94.8,25.19,0
1516,1.49,365.21,17.3,382.6,0.35,89.4,23.14,4
1517,1.41,421.99,18.44,411.0,-0.45,84.6,26.14,3
1518,1.5,281.23,15.62,340.62,-0.25,90.0,21.56,4
1519,1.52,279.74,15.59,339.87,-0.08,91.2,25.23,3
1520,1.46,380.19,17.6,390.1,0.19,87.6,23.92,5
1521,1.6,381.2,17.62,390.6,-0.28,96.0,24.97,2
1522,1.47,117.06,12.34,258.53,0.42,88.2,22.5,0
1523,1.51,308.7,16.17,354.35,-0.44,90.6,26.95,5
1524,1.71,406.71,18.13,403.36,0.08,102.6,25.07,0
1525,1.44,217.59,14.35,308.8,-1.25,86.4,22.76,3
1526,1.5,254.85,15.1,327.42,0.35,90.0,26.92,5
1527,1.52,163.77,13.28,281.88,0.03,91.2,24.5,2
1528,1.37,290.31,15.81,345.16,0.9,82.2,22.7,3
1529,1.45,478.17,19.56,439.08,0.03,87.0,23.34,3
1530,1.57,336.7,16.73,368.35,1.06,94.2,22.97,2
1531,1.66,295.56,15.91,347.78,0.88,99.6,23.41,0
1532,1.43,226.73,14.53,313.36,0.03,85.8,22.19,0
1533,1.54,335.68,16.71,367.84,-0.22,92.4,24.29,0
1534,1.47,165.47,13.31,282.74,0.44,88.2,23.92,1
1535,1.45,351.89,17.04,375.94,-0.05,87.0,24.75,5
1536,1.37,289.51,15.79,344.76,-1.15,82.2,23.04,1
1537,1.53,140.88,12.82,270.44,0.22,91.8,27.0,2
1538,1.29,480.72,19.61,440.36,0.44,77.4,22.96,5
1539,1.56,125.31,12.51,262.65,-0.59,93.6,25.21,5
1540,1.52,345.23,16.9,372.62,-0.38,91.2,23.62,0
1541,1.53,328.15,16.56,364.08,-0.34,91.8,25.62,0
1542,1.47,208.01,14.16,304.0,0.26,88.2,28.73,4
1543,1.37,491.23,19.82,445.62,-0.41,82.2,26.73,5
1544,1.34,340.79,16.82,370.4,0.07,80.4,27.68,3
1545,1.51,252.25,15.04,326.12,0.73,90.6,25.04,1
1546,1.55,424.53,18.49,412.26,0.5,93.0,27.66,4
1547,1.51,231.8,14.64,315.9,0.24,90.6,28.51,0
1548,1.4,348.58,16.97,374.29,-0.27,84.0,24.52,3
1549,1.58,436.09,18.72,418.04,0.22,94.8,26.16,1
1550,1.73,149.34,12.99,274.67,0.31,103.8,23.69,3
1551,1.45,301.17,16.02,350.58,0.18,87.0,28.03,0
1552,1.4,460.94,19.22,430.47,-0.01,84.0,28.29,3
1553,1.46,136.6,12.73,268.3,0.06,87.6,25.58,3
1554,1.67,499.09,19.98,449.54,-0.63,100.2,26.44,3
1555,1.42,225.1,14.5,312.55,-0.4,85.2,25.53,0
1556,1.45,319.99,16.4,360.0,0.53,87.0,25.9,5
1557,1.48,437.91,18.76,418.96,-0.28,88.8,23.69,4
1558,1.47,443.26,18.87,421.63,-0.04,88.2,23.67,0
1559,1.56,154.28,13.09,277.14,-0.32,93.6,27.06,1
1560,1.45,225.22,14.5,312.61,-0.23,87.0,25.39,5
1561,1.38,427.39,18.55,413.7,0.37,82.8,23.15,0
1562,1.51,448.68,18.97,424.34,-0.73,90.6,27.37,4
1563,1.5,363.26,17.27,381.63,0.3,90.0,22.37,4
1564,1.7,188.91,13.78,294.46,-0.91,102.0,24.84,0
1565,1.62,342.25,16.84,371.12,-0.6,97.2,25.48,5
1566,1.68,266.21,15.32,333.1,0.1,100.8,21.87,5
1567,1.5,299.1,15.98,349.55,0.6,90.0,26.14,5
1568,1.54,217.98,14.36,308.99,0.53,92.4,25.92,0
1569,1.55,303.09,16.06,351.54,0.2,93.0,24.91,3
1570,1.5,132.01,12.64,266.0,0.12,90.0,22.62,5
1571,1.34,141.27,12.83,270.64,-0.31,80.4,24.75,4
1572,1.56,363.35,17.27,381.68,-0.48,93.6,27.34,5
1573,1.52,196.3,13.93,298.15,-0.68,91.2,25.27,0
1574,1.66,104.66,12.09,252.33,0.53,99.6,24.11,4
1575,1.61,152.57,13.05,276.28,0.56,96.6,21.44,3
1576,1.45,394.36,17.89,397.18,0.56,87.0,21.49,4
1577,1.54,289.26,15.79,344.63,-0.56,92.4,26.06,3
1578,1.39,403.17,18.06,401.58,-0.48,83.4,26.03,2
1579,1.62,109.73,12.19,254.86,-0.2,97.2,24.1,2
1580,1.48,408.45,18.17,404.22,0.34,88.8,24.64,5
1581,1.37,423.83,18.48,411.92,0.8,82.2,21.23,0
1582,1.28,371.23,17.42,385.62,-0.69,76.8,22.13,2
1583,1.58,398.9,17.98,399.45,-0.06,94.8,25.63,5
1584,1.56,154.82,13.1,277.41,-0.21,93.6,22.7,4
1585,1.41,113.79,12.28,256.9,0.03,84.6,22.57,1
1586,1.73,426.52,18.53,413.26,-0.12,103.8,25.09,2
1587,1.44,490.93,19.82,445.46,0.79,86.4,23.54,3
1588,1.66,104.01,12.08,252.0,0.11,99.6,25.23,5
1589,1.43,338.27,16.77,369.14,-0.56,85.8,22.88,1
1590,1.52,281.35,15.63,340.68,0.18,91.2,23.09,0
1591,1.44,306.74,16.13,353.37,-0.08,86.4,24.02,3
1592,1.71,175.25,13.5,287.62,0.0,102.6,21.71,5
1593,1.6,366.29,17.33,383.14,-0.35,96.0,25.73,3
1594,1.53,272.83,15.46,336.42,-0.38,91.8,23.05,2
1595,1.54,261.0,15.22,330.5,-0.37,92.4,24.9,5
1596,1.52,386.58,17.73,393.29,-0.46,91.2,26.27,4
1597,1.52,398.1,17.96,399.05,-0.01,91.2,26.28,0
1598,1.36,230.57,14.61,315.28,0.62,81.6,24.92,1
1599,1.54,332.17,16.64,366.08,0.58,92.4,23.45,2
1600,1.64,107.9,12.16,253.95,-0.15,98.4,23.93,2
1601,1.43,443.67,18.87,421.84,-0.34,85.8,27.14,4
1602,1.37,177.43,13.55,288.72,0.25,82.2,21.8,2
1603,1.36,458.0,19.16,429.0,0.16,81.6,22.54,0
1604,1.4,335.96,16.72,367.98,-0.14,84.0,26.71,1
1605,1.6,328.39,16.57,364.2,0.07,96.0,21.97,5
1606,1.54,188.37,13.77,294.18,0.75,92.4,25.32,4
1607,1.36,178.21,13.56,289.1,0.18,81.6,25.82,2
1608,1.64,492.58,19.85,446.29,0.34,98.4,22.57,4
1609,1.46,113.08,12.26,256.54,0.3,87.6,24.71,2
1610,1.56,331.45,16.63,365.72,-0.57,93.6,24.03,3
1611,1.46,263.01,15.26,331.5,1.71,87.6,27.88,1
1612,1.39,403.87,18.08,401.94,0.19,83.4,24.3,5
1613,1.51,146.09,12.92,273.04,-0.23,90.6,27.15,1
1614,1.46,128.12,12.56,264.06,-0.44,87.6,28.63,5
1615,1.52,479.86,19.6,439.93,-0.48,91.2,25.01,1
1616,1.5,267.51,15.35,333.76,-1.22,90.0,21.92,1
1617,1.38,253.06,15.06,326.53,-0.38,82.8,25.02,5
1618,1.54,222.47,14.45,311.24,-0.94,92.4,25.98,1
1619,1.45,452.48,19.05,426.24,0.99,87.0,22.35,0
1620,1.55,193.56,13.87,296.78,0.23,93.0,25.76,1
1621,1.59,325.87,16.52,362.94,0.24,95.4,23.65,4
1622,1.55,377.24,17.54,388.62,-0.3,93.0,24.06,5
1623,1.59,286.41,15.73,343.21,-0.33,95.4,25.27,0
1624,1.67,180.68,13.61,290.34,-0.49,100.2,25.15,4
1625,1.47,245.04,14.9,322.52,0.28,88.2,26.54,3
1626,1.43,239.98,14.8,319.99,-0.44,85.8,25.48,3
1627,1.39,192.34,13.85,296.17,0.41,83.4,23.23,5
1628,1.6,145.47,12.91,272.74,-0.32,96.0,27.11,0
1629,1.41,260.2,15.2,330.1,1.12,84.6,24.35,2
1630,1.56,209.62,14.19,304.81,-0.15,93.6,26.9,1
1631,1.64,434.29,18.69,417.14,0.79,98.4,24.27,0
1632,1.41,270.23,15.4,335.12,0.11,84.6,27.86,0
1633,1.64,139.02,12.78,269.51,-0.35,98.4,25.08,0
1634,1.4,137.66,12.75,268.83,-0.09,84.0,25.53,4
1635,1.57,244.28,14.89,322.14,0.41,94.2,27.24,3
1636,1.5,116.78,12.34,258.39,-0.22,90.0,22.22,3
1637,1.35,175.61,13.51,287.8,0.88,81.0,24.21,0
1638,1.49,460.04,19.2,430.02,0.28,89.4,25.98,5
1639,1.65,494.36,19.89,447.18,0.53,99.0,24.41,5
1640,1.48,244.71,14.89,322.36,0.66,88.8,27.52,0
1641,1.38,361.39,17.23,380.7,-0.0,82.8,23.05,2
1642,1.59,188.02,13.76,294.01,-0.23,95.4,26.01,4
1643,1.59,429.7,18.59,414.85,0.28,95.4,22.48,1
1644,1.39,295.08,15.9,347.54,-0.2,83.4,27.32,2
1645,1.51,418.4,18.37,409.2,0.77,90.6,27.66,3
1646,1.37,413.73,18.27,406.86,0.11,82.2,27.34,5
1647,1.35,259.72,15.19,329.86,-0.43,81.0,24.45,0
1648,1.57,265.48,15.31,332.74,-0.87,94.2,27.12,5
1649,1.57,493.0,19.86,446.5,-0.11,94.2,26.55,4
1650,1.65,433.77,18.68,416.88,-0.05,99.0,25.92,1
1651,1.57,499.51,19.99,449.76,0.08,94.2,24.93,2
1652,1.48,368.13,17.36,384.06,0.54,88.8,26.53,0
1653,1.61,395.52,17.91,397.76,-0.54,96.6,26.38,1
1654,1.41,197.95,13.96,298.98,0.2,84.6,23.8,4
1655,1.46,348.06,16.96,374.03,-0.37,87.6,25.19,4
1656,1.51,437.02,18.74,418.51,0.45,90.6,25.42,4
1657,1.45,430.61,18.61,415.3,-0.16,87.0,23.57,4
1658,1.48,175.11,13.5,287.56,0.32,88.8,26.64,5
1659,1.42,458.37,19.17,429.18,0.13,85.2,24.73,4
1660,1.59,456.07,19.12,428.04,0.27,95.4,24.01,4
1661,1.65,212.64,14.25,306.32,-0.7,99.0,20.5,5
1662,1.61,453.56,19.07,426.78,-0.15,96.6,22.91,2
1663,1.69,439.46,18.79,419.73,0.15,101.4,23.06,0
1664,1.6,326.51,16.53,363.26,0.68,96.0,20.51,3
1665,1.58,167.6,13.35,283.8,-0.13,94.8,24.06,3
1666,1.37,449.82,19.0,424.91,0.2,82.2,22.69,5
1667,1.52,149.05,12.98,274.52,-0.38,91.2,28.05,2
1668,1.35,164.91,13.3,282.46,-0.37,81.0,26.32,1
1669,1.61,445.95,18.92,422.98,-0.37,96.6,28.57,0
1670,1.52,158.9,13.18,279.45,0.24,91.2,22.46,3
1671,1.49,405.26,18.11,402.63,0.2,89.4,24.25,3
1672,1.46,179.15,13.58,289.58,0.22,87.6,25.03,0
1673,1.43,238.33,14.77,319.17,-0.81,85.8,27.55,4
1674,1.49,290.3,15.81,345.15,0.9,89.4,24.5,5
1675,1.47,201.04,14.02,300.52,0.26,88.2,26.24,5
1676,1.53,380.12,17.6,390.06,-0.24,91.8,25.92,1
1677,1.37,274.88,15.5,337.44,0.28,82.2,27.13,5
1678,1.46,472.93,19.46,436.46,-0.07,87.6,23.43,1
1679,1.65,337.53,16.75,368.76,-0.54,99.0,27.6,1
1680,1.3,126.1,12.52,263.05,-0.02,78.0,23.18,4
1681,1.45,365.31,17.31,382.66,-0.03,87.0,27.33,1
1682,1.37,300.48,16.01,350.24,-0.56,82.2,26.67,4
1683,1.54,219.48,14.39,309.74,0.25,92.4,25.43,2
1684,1.57,391.54,17.83,395.77,0.59,94.2,25.15,2
1685,1.46,381.42,17.63,390.71,-0.1,87.6,26.78,1
1686,1.43,254.99,15.1,327.5,0.28,85.8,23.07,0
1687,1.47,216.6,14.33,308.3,0.67,88.2,24.49,3
1688,1.59,137.8,12.76,268.9,0.59,95.4,27.78,0
1689,1.42,373.67,17.47,386.84,-0.06,85.2,24.61,1
1690,1.47,470.71,19.41,435.36,0.51,88.2,26.81,1
1691,1.61,138.39,12.77,269.2,0.3,96.6,24.1,5
1692,1.39,222.75,14.46,311.38,0.68,83.4,25.52,3
1693,1.37,352.7,17.05,376.35,-0.28,82.2,23.4,1
1694,1.57,425.32,18.51,412.66,0.42,94.2,25.76,5
1695,1.63,292.09,15.84,346.04,0.74,97.8,26.41,2
1696,1.57,388.54,17.77,394.27,-0.2,94.2,25.62,4
1697,1.73,492.61,19.85,446.3,-0.14,103.8,24.33,5
1698,1.4,478.28,19.57,439.14,-0.57,84.0,22.36,0
1699,1.44,436.19,18.72,418.1,0.01,86.4,26.19,3
1700,1.54,127.78,12.56,263.89,0.12,92.4,23.47,4
1701,1.27,291.81,15.84,345.9,0.04,76.2,24.35,5
1702,1.45,495.98,19.92,447.99,0.39,87.0,26.21,0
1703,1.7,143.19,12.86,271.6,0.36,102.0,24.0,3
1704,1.63,423.4,18.47,411.7,-0.4,97.8,25.23,0
1705,1.39,279.53,15.59,339.76,-0.01,83.4,26.24,2
1706,1.72,206.59,14.13,303.3,-0.18,103.2,24.28,0
1707,1.65,308.36,16.17,354.18,-0.76,99.0,24.8,5
1708,1.53,204.77,14.1,302.38,-0.21,91.8,27.58,5
1709,1.45,459.45,19.19,429.72,0.01,87.0,25.33,5
1710,1.57,292.03,15.84,346.02,-0.32,94.2,22.23,5
1711,1.64,285.62,15.71,342.81,0.19,98.4,23.96,2
1712,1.51,343.26,16.87,371.63,0.23,90.6,23.92,5
1713,1.42,205.98,14.12,302.99,0.81,85.2,25.07,3
1714,1.56,131.9,12.64,265.95,0.07,93.6,21.94,5
1715,1.54,300.22,16.0,350.11,-0.18,92.4,29.01,2
1716,1.35,481.69,19.63,440.84,-0.4,81.0,28.45,2
1717,1.36,218.76,14.38,309.38,-0.21,81.6,27.53,5
1718,1.4,212.62,14.25,306.31,0.02,84.0,25.25,0
1719,1.58,184.12,13.68,292.06,0.12,94.8,25.84,3
1720,1.38,101.43,12.03,250.72,-0.21,82.8,22.51,1
1721,1.48,386.27,17.73,393.14,0.33,88.8,26.36,3
1722,1.53,337.18,16.74,368.59,0.1,91.8,23.74,0
1723,1.4,345.04,16.9,372.52,0.59,84.0,25.36,0
1724,1.4,171.75,13.44,285.88,0.28,84.0,28.05,5
1725,1.41,250.63,15.01,325.32,-0.5,84.6,24.01,2
1726,1.47,212.73,14.25,306.36,-0.24,88.2,23.55,2
1727,1.4,154.23,13.08,277.12,-0.33,84.0,24.81,1
1728,1.68,463.39,19.27,431.7,-0.65,100.8,23.89,4
1729,1.55,312.41,16.25,356.21,0.19,93.0,27.87,5
1730,1.6,213.48,14.27,306.74,-0.36,96.0,22.87,2
1731,1.39,182.11,13.64,291.06,-0.77,83.4,21.96,0
1732,1.39,410.09,18.2,405.04,-0.31,83.4,21.85,5
1733,1.37,383.67,17.67,391.84,0.42,82.2,26.6,1
1734,1.4,314.58,16.29,357.29,-0.15,84.0,22.42,1
1735,1.56,464.5,19.29,432.25,-0.93,93.6,24.08,3
1736,1.61,145.07,12.9,272.53,0.84,96.6,24.78,2
1737,1.61,403.12,18.06,401.56,0.44,96.6,25.06,5
1738,1.58,406.68,18.13,403.34,1.17,94.8,24.24,4
1739,1.29,342.75,16.86,371.38,0.91,77.4,23.2,5
1740,1.45,297.79,15.96,348.9,0.31,87.0,22.51,3
1741,1.53,380.8,17.62,390.4,-0.45,91.8,25.74,4
1742,1.57,375.89,17.52,387.94,0.56,94.2,23.83,0
1743,1.48,185.37,13.71,292.68,0.14,88.8,22.83,0
1744,1.53,292.41,15.85,346.21,0.21,91.8,28.4,1
1745,1.49,358.86,17.18,379.43,0.65,89.4,26.13,3
1746,1.48,446.37,18.93,423.18,-0.65,88.8,22.36,0
1747,1.55,326.08,16.52,363.04,-0.01,93.0,27.71,3
1748,1.41,193.3,13.87,296.65,0.21,84.6,26.04,0
1749,1.44,272.1,15.44,336.05,-0.46,86.4,26.84,4
1750,1.53,454.49,19.09,427.24,1.09,91.8,22.48,4
1751,1.52,125.24,12.5,262.62,0.51,91.2,23.31,0
1752,1.5,105.53,12.11,252.76,-0.96,90.0,25.69,0
1753,1.58,444.09,18.88,422.04,-0.34,94.8,25.95,4
1754,1.44,297.7,15.95,348.85,-0.64,86.4,23.71,3
1755,1.52,298.58,15.97,349.29,0.17,91.2,27.48,5
1756,1.61,181.22,13.62,290.61,-0.38,96.6,26.11,0
1757,1.43,230.17,14.6,315.08,-0.3,85.8,24.01,5
1758,1.46,380.68,17.61,390.34,-0.67,87.6,27.72,3
1759,1.63,482.23,19.64,441.12,-0.97,97.8,26.53,4
1760,1.47,130.6,12.61,265.3,0.27,88.2,24.62,0
1761,1.56,369.3,17.39,384.65,0.16,93.6,21.53,3
1762,1.41,315.99,16.32,358.0,-0.63,84.6,23.51,1
1763,1.43,159.56,13.19,279.78,0.24,85.8,25.16,3
1764,1.37,372.71,17.45,386.36,0.06,82.2,23.3,4
1765,1.36,229.09,14.58,314.54,0.46,81.6,22.85,5
1766,1.61,255.98,15.12,327.99,0.2,96.6,23.73,5
1767,1.49,170.11,13.4,285.06,0.39,89.4,28.75,1
1768,1.43,278.03,15.56,339.02,-0.4,85.8,26.13,4
1769,1.59,392.84,17.86,396.42,0.75,95.4,25.38,1
1770,1.52,166.13,13.32,283.06,-0.17,91.2,26.38,2
1771,1.54,240.17,14.8,320.08,0.07,92.4,25.09,4
1772,1.51,120.17,12.4,260.08,0.66,90.6,25.11,4
1773,1.58,212.82,14.26,306.41,0.16,94.8,25.75,5
1774,1.36,168.48,13.37,284.24,1.0,81.6,25.98,0
1775,1.35,143.77,12.88,271.88,-0.04,81.0,25.12,1
1776,1.46,352.26,17.05,376.13,-0.76,87.6,25.76,4
1777,1.51,284.66,15.69,342.33,0.53,90.6,23.03,4
1778,1.5,468.5,19.37,434.25,0.46,90.0,26.66,3
1779,1.43,155.83,13.12,277.92,-0.33,85.8,27.02,4
1780,1.54,468.76,19.38,434.38,-0.08,92.4,24.04,4
1781,1.53,223.37,14.47,311.68,-0.03,91.8,26.7,2
1782,1.49,344.99,16.9,372.5,0.01,89.4,24.73,4
1783,1.49,365.16,17.3,382.58,-0.36,89.4,27.65,0
1784,1.62,494.35,19.89,447.18,0.05,97.2,26.02,0
1785,1.47,228.11,14.56,314.06,0.22,88.2,27.66,0
1786,1.37,225.8,14.52,312.9,-0.32,82.2,28.8,2
1787,1.39,101.85,12.04,250.92,-0.21,83.4,25.14,0
1788,1.6,187.17,13.74,293.58,0.35,96.0,25.72,0
1789,1.47,467.6,19.35,433.8,0.15,88.2,27.29,2
1790,1.53,173.86,13.48,286.93,-0.22,91.8,24.69,5
1791,1.54,193.95,13.88,296.98,-0.15,92.4,22.55,5
1792,1.5,386.08,17.72,393.04,0.41,90.0,27.76,2
1793,1.42,382.42,17.65,391.21,-0.04,85.2,27.94,3
1794,1.49,421.3,18.43,410.65,0.59,89.4,25.35,1
1795,1.56,242.07,14.84,321.03,-1.35,93.6,25.28,4
1796,1.41,418.15,18.36,409.08,0.2,84.6,23.83,1
1797,1.5,192.75,13.86,296.38,-0.13,90.0,21.69,5
1798,1.5,462.93,19.26,431.46,-0.82,90.0,24.58,1
1799,1.38,464.83,19.3,432.42,-0.27,82.8,24.25,0
1800,1.47,327.58,16.55,363.79,-0.31,88.2,28.0,3
1801,1.54,454.4,19.09,427.2,-0.2,92.4,27.26,2
1802,1.5,254.32,15.09,327.16,-0.3,90.0,26.11,2
1803,1.42,229.28,14.59,314.64,0.46,85.2,23.9,4
1804,1.63,203.51,14.07,301.76,0.41,97.8,23.61,4
1805,1.44,231.21,14.62,315.6,0.19,86.4,27.63,1
1806,1.58,272.27,15.45,336.14,0.18,94.8,23.54,0
1807,1.55,269.11,15.38,334.56,0.43,93.0,22.26,2
1808,1.5,171.69,13.43,285.85,0.52,90.0,25.68,3
1809,1.64,130.83,12.62,265.42,0.55,98.4,19.78,2
1810,1.74,281.77,15.64,340.88,0.48,104.4,28.18,4
1811,1.6,408.33,18.17,404.16,-0.02,96.0,27.94,2
1812,1.55,227.17,14.54,313.58,0.64,93.0,25.06,2
1813,1.53,399.57,17.99,399.78,-0.48,91.8,24.4,5
1814,1.51,268.49,15.37,334.24,-0.08,90.6,24.03,4
1815,1.36,456.98,19.14,428.49,0.48,81.6,22.82,1
1816,1.58,405.73,18.11,402.86,-0.63,94.8,25.36,3
1817,1.42,118.74,12.37,259.37,-0.14,85.2,24.89,3
1818,1.26,219.89,14.4,309.94,0.58,75.6,23.06,5
1819,1.51,123.09,12.46,261.54,0.2,90.6,28.59,4
1820,1.46,434.59,18.69,417.29,-0.08,87.6,28.28,1
1821,1.35,319.88,16.4,359.94,0.97,81.0,26.38,4
1822,1.58,345.79,16.92,372.9,-0.9,94.8,26.88,5
1823,1.52,473.04,19.46,436.52,-0.68,91.2,24.01,3
1824,1.61,207.46,14.15,303.73,-0.42,96.6,27.69,0
1825,1.46,286.08,15.72,343.04,-0.81,87.6,27.72,0
1826,1.47,393.94,17.88,396.97,-0.66,88.2,23.88,5
1827,1.53,136.01,12.72,268.0,0.41,91.8,21.75,5
1828,1.59,233.99,14.68,317.0,-0.17,95.4,26.1,3
1829,1.52,341.99,16.84,371.0,-0.15,91.2,26.55,3
1830,1.67,211.6,14.23,305.8,0.95,100.2,20.74,1
1831,1.47,215.17,14.3,307.58,0.52,88.2,25.37,1
1832,1.47,331.01,16.62,365.5,0.3,88.2,23.26,1
1833,1.44,456.17,19.12,428.08,0.49,86.4,24.82,0
1834,1.42,367.21,17.34,383.6,0.58,85.2,25.83,1
1835,1.38,112.96,12.26,256.48,0.25,82.8,24.03,3
1836,1.36,406.51,18.13,403.26,-0.07,81.6,24.33,3
1837,1.46,305.15,16.1,352.58,0.43,87.6,24.57,3
1838,1.55,488.81,19.78,444.4,-0.64,93.0,27.0,2
1839,1.66,172.78,13.46,286.39,-0.25,99.6,24.95,5
1840,1.5,332.42,16.65,366.21,-0.52,90.0,28.23,1
